cuedc2_rif,cuedc2_par,cuedc2_dig,cuedc2_mid,cuedc2_erg
17.433466136498478,19.782255365861282,16.06018630351016,14.440227284987442,13.981825604091544
17.743853399376892,19.831597623611454,16.164308710862688,14.74542037773885,13.585710163377048
17.42390625315854,19.754350434038056,15.956281825397165,14.729267158173908,13.690298899280938
17.215867408959838,19.760148102544246,16.197235248188676,14.78031842861142,13.84342826460476
17.05824617219015,19.41098013239036,16.031056444591567,14.522775947982991,13.814557879270913
17.332557844768644,19.55202288025753,15.92813192467084,15.224254642145308,13.898120679246661
17.329724743466734,19.838141126790823,15.845078540744352,15.410744441107243,13.971601039113523
17.468302320590062,20.042559391561724,16.148136755886245,15.349312314530268,13.88830471118698
17.862240862631726,20.142746608869935,16.05399458766115,14.952639307840755,14.034152860242786
17.742071833350447,20.477453510331532,16.07533606740551,15.210316103838617,14.054542585019346
17.862840936232143,20.07084748883086,16.215423679813053,15.379292036090437,14.06256206383741
17.73487396733305,20.29020086738308,15.76143315705174,15.389400811008798,14.284733271168188
17.69637872715797,20.228487654000265,15.791194760384606,15.193077314792422,14.049840059693853
17.527907963762775,20.120833467031158,15.525079323559975,15.039453888135817,13.943301482058528
17.58964075509052,20.21162637923943,15.411618929446261,14.702461897398441,13.804549630522509
17.64949289398015,20.26585629008802,15.414690966546862,14.468502119450307,13.842123683543376
17.76944334238583,20.218943615323894,15.597973257489457,14.27802917811331,14.177050311279164
17.839526557478074,20.272627979301284,15.481219932404246,14.377572182442648,13.982236248800776
17.83256605278798,20.345878755208705,15.69970828382465,14.439567793203581,14.114138541841957
17.826317870095803,20.230932267559556,15.72369437412231,14.5818456670297,14.428152432150876
17.843815693612832,19.956192254588004,15.409265686682149,14.708353996458278,14.255706133525408
17.696793326401263,19.980164191864198,15.04043023076477,14.914560096581654,14.156825104733661
17.60972141249382,19.85753926382014,14.948568479233357,14.92465710319578,14.409649103485117
17.55880216338835,19.803207449454387,14.819132608106308,15.253528518032144,14.453668217122539
17.771704515115367,19.84963683296884,14.346952575474106,15.06300106795879,14.03477613885821
17.66285808861109,20.100793704478725,14.237485677246616,15.159725749970505,14.085830276565105
17.878009286695498,20.512605445240933,14.24457683990368,15.110779669004714,14.160708518903272
17.770562567327367,20.000326104595775,14.445091484941235,14.569292147203436,14.215803779757483
17.835127141400612,19.57900383384733,14.46138350169505,14.671445057299907,14.228480822150162
17.968999119127268,19.35136298440468,14.194254895539904,14.884435881092667,14.058807086061657
18.543206850064145,19.10311566155525,14.385179169962,15.103294745884094,14.16655180932491
